orgsize,salary
20 to 99 employees,61428
20 to 99 employees,42876
10 to 19 employees,25594
1000 to 4999 employees,56538
20 to 99 employees,63492
10 to 19 employees,33276
1000 to 4999 employees,77383
20 to 99 employees,63986
100 to 499 employees,35179
2 to 9 employees,51192
20 to 99 employees,35244
100 to 499 employees,83760
10000 or more employees,149301
1000 to 4999 employees,46923
20 to 99 employees,49909
20 to 99 employees,17916
20 to 99 employees,35000
10000 or more employees,35328
500 to 999 employees,38692
2 to 9 employees,28476
10 to 19 employees,28860
10 to 19 employees,24528
1000 to 4999 employees,107616
20 to 99 employees,17916
10000 or more employees,56538
10 to 19 employees,12792
5000 to 9999 employees,70385
20 to 99 employees,27264
100 to 499 employees,42657
100 to 499 employees,11607
1000 to 4999 employees,44790
1000 to 4999 employees,53322
20 to 99 employees,116845
10000 or more employees,83633
10000 or more employees,58272
100 to 499 employees,47172
I don’t know,62851
10 to 19 employees,18552
20 to 99 employees,85742
10000 or more employees,103444
10000 or more employees,37325
10 to 19 employees,4644
20 to 99 employees,54384
10000 or more employees,72732
100 to 499 employees,460704
2 to 9 employees,37752
10 to 19 employees,83633
20 to 99 employees,460704
500 to 999 employees,11964
2 to 9 employees,60000
20 to 99 employees,13946
10 to 19 employees,213287
10000 or more employees,98520
Just me,28800
100 to 499 employees,69318
20 to 99 employees,49368
2 to 9 employees,19884
10 to 19 employees,54388
10000 or more employees,42660
20 to 99 employees,109300
2 to 9 employees,13413
20 to 99 employees,99120
20 to 99 employees,51589
1000 to 4999 employees,91089
10 to 19 employees,51192
10000 or more employees,66953
20 to 99 employees,15996
500 to 999 employees,7512
100 to 499 employees,33276
100 to 499 employees,45912
10000 or more employees,150767
10 to 19 employees,48371
10000 or more employees,40956
5000 to 9999 employees,23462
10000 or more employees,18391
10 to 19 employees,85104
1000 to 4999 employees,31668
20 to 99 employees,170000
10 to 19 employees,82116
5000 to 9999 employees,100440
2 to 9 employees,59050
10 to 19 employees,29820
20 to 99 employees,94056
5000 to 9999 employees,41628
100 to 499 employees,70935
10000 or more employees,63986
2 to 9 employees,34548
20 to 99 employees,8508
10000 or more employees,23462
Just me,112620
2 to 9 employees,140772
100 to 499 employees,81666
10 to 19 employees,40536
10000 or more employees,19196
20 to 99 employees,59873
20 to 99 employees,250000
20 to 99 employees,34692
500 to 999 employees,74117
5000 to 9999 employees,97899
2 to 9 employees,42657
2 to 9 employees,146268
10000 or more employees,62820
10000 or more employees,33533
100 to 499 employees,77383
2 to 9 employees,33300
100 to 499 employees,4644
10000 or more employees,79983
10 to 19 employees,33252
100 to 499 employees,159966
1000 to 4999 employees,175895
100 to 499 employees,84178
1000 to 4999 employees,63986
20 to 99 employees,54852
10 to 19 employees,18000
100 to 499 employees,15324
20 to 99 employees,22860
100 to 499 employees,62820
100 to 499 employees,63828
10 to 19 employees,14208
20 to 99 employees,32940
10 to 19 employees,15600
100 to 499 employees,50256
500 to 999 employees,72518
500 to 999 employees,14412
20 to 99 employees,38388
100 to 499 employees,17063
100 to 499 employees,41625
5000 to 9999 employees,85315
10 to 19 employees,14187
20 to 99 employees,44630
100 to 499 employees,74651
100 to 499 employees,2472
10000 or more employees,46923
10 to 19 employees,38388
100 to 499 employees,58654
20 to 99 employees,68628
Just me,75384
10 to 19 employees,61853
100 to 499 employees,59720
2 to 9 employees,39672
100 to 499 employees,10872
1000 to 4999 employees,66026
1000 to 4999 employees,23801
Just me,60948
500 to 999 employees,56521
2 to 9 employees,23436
10000 or more employees,89580
2 to 9 employees,71451
20 to 99 employees,87948
10 to 19 employees,75576
10000 or more employees,24120
1000 to 4999 employees,122172
10 to 19 employees,3096
Just me,69645
1000 to 4999 employees,54852
10 to 19 employees,51192
1000 to 4999 employees,64632
20 to 99 employees,12468
100 to 499 employees,3869
20 to 99 employees,85608
20 to 99 employees,7740
10000 or more employees,45857
1000 to 4999 employees,17280
20 to 99 employees,55455
2 to 9 employees,49056
500 to 999 employees,69318
100 to 499 employees,62820
500 to 999 employees,81049
20 to 99 employees,61428
100 to 499 employees,159966
20 to 99 employees,641
100 to 499 employees,69318
20 to 99 employees,34548
20 to 99 employees,49056
2 to 9 employees,46070
100 to 499 employees,102672
100 to 499 employees,33060
100 to 499 employees,82736
1000 to 4999 employees,40469
100 to 499 employees,95979
10000 or more employees,106644
20 to 99 employees,110659
20 to 99 employees,38388
100 to 499 employees,29928
100 to 499 employees,114109
2 to 9 employees,51192
10 to 19 employees,14196
20 to 99 employees,68785
500 to 999 employees,41208
2 to 9 employees,38400
500 to 999 employees,51192
100 to 499 employees,65332
10 to 19 employees,70380
20 to 99 employees,42657
20 to 99 employees,452304
20 to 99 employees,12384
2 to 9 employees,58872
10 to 19 employees,180000
2 to 9 employees,28794
100 to 499 employees,51338
10000 or more employees,63192
10 to 19 employees,88800
20 to 99 employees,21756
1000 to 4999 employees,90460
10000 or more employees,46800
100 to 499 employees,29460
5000 to 9999 employees,152024
2 to 9 employees,16632
20 to 99 employees,79555
20 to 99 employees,63986
10 to 19 employees,50256
10 to 19 employees,79983
1000 to 4999 employees,57588
100 to 499 employees,95979
10 to 19 employees,72518
20 to 99 employees,45857
100 to 499 employees,63984
100 to 499 employees,63986
100 to 499 employees,102378
20 to 99 employees,16536
100 to 499 employees,113761
500 to 999 employees,83256
100 to 499 employees,17844
500 to 999 employees,75384
10 to 19 employees,77850
1000 to 4999 employees,149301
20 to 99 employees,204
I don’t know,3700
20 to 99 employees,21329
1000 to 4999 employees,43512
100 to 499 employees,114180
10 to 19 employees,14220
100 to 499 employees,33252
10 to 19 employees,38292
10 to 19 employees,38388
20 to 99 employees,2016
2 to 9 employees,62820
100 to 499 employees,30063
20 to 99 employees,5772
1000 to 4999 employees,69318
1000 to 4999 employees,42657
10 to 19 employees,18192
100 to 499 employees,66948
20 to 99 employees,31993
1000 to 4999 employees,90647
100 to 499 employees,35491
20 to 99 employees,46068
20 to 99 employees,63986
500 to 999 employees,54576
5000 to 9999 employees,106793
10 to 19 employees,15792
I don’t know,480000
20 to 99 employees,44400
10 to 19 employees,4643
20 to 99 employees,48624
1000 to 4999 employees,55455
1000 to 4999 employees,3120
1000 to 4999 employees,83256
2 to 9 employees,117629
20 to 99 employees,42657
20 to 99 employees,19428
100 to 499 employees,11200
10 to 19 employees,30927
5000 to 9999 employees,95979
10000 or more employees,27084
100 to 499 employees,34152
2 to 9 employees,51589
10 to 19 employees,26128
1000 to 4999 employees,55500
100 to 499 employees,28794
1000 to 4999 employees,46764
1000 to 4999 employees,101312
10000 or more employees,52980
20 to 99 employees,89580
20 to 99 employees,10776
20 to 99 employees,4488
Just me,153061
100 to 499 employees,130309
10 to 19 employees,58654
2 to 9 employees,24276
10000 or more employees,43512
10000 or more employees,218198
10000 or more employees,16863
500 to 999 employees,106644
100 to 499 employees,25794
100 to 499 employees,45857
10 to 19 employees,106650
20 to 99 employees,74668
10 to 19 employees,34126
1000 to 4999 employees,31993
10000 or more employees,51192
20 to 99 employees,34126
20 to 99 employees,3491
20 to 99 employees,82736
1000 to 4999 employees,81588
500 to 999 employees,60144
100 to 499 employees,62387
2 to 9 employees,39216
100 to 499 employees,33275
10 to 19 employees,103248
2 to 9 employees,11604
20 to 99 employees,38388
1000 to 4999 employees,147072
500 to 999 employees,83184
20 to 99 employees,78516
20 to 99 employees,7656
10000 or more employees,185000
2 to 9 employees,10236
100 to 499 employees,51192
100 to 499 employees,42000
20 to 99 employees,38388
2 to 9 employees,38856
10000 or more employees,181294
10 to 19 employees,103932
10 to 19 employees,63984
2 to 9 employees,8640
10 to 19 employees,213287
500 to 999 employees,48489
10000 or more employees,15432
100 to 499 employees,53748
5000 to 9999 employees,44148
10000 or more employees,63986
10000 or more employees,69318
5000 to 9999 employees,42657
10000 or more employees,88514
1000 to 4999 employees,43724
1000 to 4999 employees,41591
1000 to 4999 employees,23940
20 to 99 employees,59050
5000 to 9999 employees,47990
100 to 499 employees,59720
100 to 499 employees,23388
20 to 99 employees,36259
10000 or more employees,67409
100 to 499 employees,61693
20 to 99 employees,40308
10000 or more employees,95979
10 to 19 employees,60787
100 to 499 employees,138203
1000 to 4999 employees,79983
100 to 499 employees,36072
1000 to 4999 employees,12036
20 to 99 employees,34104
10000 or more employees,42657
20 to 99 employees,74928
1000 to 4999 employees,57588
1000 to 4999 employees,77243
2 to 9 employees,27516
20 to 99 employees,42657
100 to 499 employees,9180
20 to 99 employees,65053
20 to 99 employees,54025
Just me,25980
1000 to 4999 employees,72518
5000 to 9999 employees,115175
1000 to 4999 employees,175689
10000 or more employees,59050
500 to 999 employees,41461
20 to 99 employees,41556
2 to 9 employees,7620
10000 or more employees,63986
500 to 999 employees,14712
100 to 499 employees,37181
10 to 19 employees,29436
10 to 19 employees,19224
1000 to 4999 employees,69318
20 to 99 employees,19409
2 to 9 employees,72871
10000 or more employees,58272
1000 to 4999 employees,90647
100 to 499 employees,10896
5000 to 9999 employees,34548
20 to 99 employees,19356
500 to 999 employees,44796
10000 or more employees,21925
10 to 19 employees,50220
100 to 499 employees,2604
1000 to 4999 employees,54893
500 to 999 employees,5088
Just me,255948
20 to 99 employees,10440
100 to 499 employees,255945
10000 or more employees,188459
20 to 99 employees,75384
10 to 19 employees,37325
100 to 499 employees,53322
2 to 9 employees,46068
20 to 99 employees,65332
100 to 499 employees,40608
500 to 999 employees,23328
500 to 999 employees,52255
100 to 499 employees,85315
20 to 99 employees,103248
20 to 99 employees,44796
500 to 999 employees,29088
10 to 19 employees,38028
2 to 9 employees,88000
1000 to 4999 employees,15480
20 to 99 employees,101312
1000 to 4999 employees,107710
100 to 499 employees,59720
1000 to 4999 employees,27012
Just me,181294
Just me,11352
2 to 9 employees,74651
10000 or more employees,106644
5000 to 9999 employees,95976
Just me,36000
10 to 19 employees,45857
2 to 9 employees,43296
100 to 499 employees,46356
5000 to 9999 employees,25980
500 to 999 employees,27307
100 to 499 employees,5976
20 to 99 employees,64333
20 to 99 employees,74651
20 to 99 employees,27900
10000 or more employees,83832
500 to 999 employees,77848
1000 to 4999 employees,85315
500 to 999 employees,5088
2 to 9 employees,106644
100 to 499 employees,45821
10000 or more employees,4644
2 to 9 employees,27648
1000 to 4999 employees,27756
2 to 9 employees,96000
100 to 499 employees,69102
500 to 999 employees,81409
20 to 99 employees,93335
100 to 499 employees,129048
10000 or more employees,88514
10000 or more employees,22105
1000 to 4999 employees,79983
10 to 19 employees,59720
10 to 19 employees,62920
100 to 499 employees,53322
2 to 9 employees,74928
10 to 19 employees,62400
20 to 99 employees,118932
20 to 99 employees,16632
20 to 99 employees,2784
20 to 99 employees,39672
100 to 499 employees,76788
1000 to 4999 employees,33533
20 to 99 employees,14450
500 to 999 employees,44790
1000 to 4999 employees,125639
100 to 499 employees,54000
100 to 499 employees,43512
1000 to 4999 employees,76783
10 to 19 employees,47990
Just me,72000
10000 or more employees,36693
2 to 9 employees,5340
2 to 9 employees,40951
20 to 99 employees,52255
5000 to 9999 employees,77652
100 to 499 employees,26661
1000 to 4999 employees,58654
10 to 19 employees,4385
10 to 19 employees,77432
20 to 99 employees,63986
100 to 499 employees,57794
2 to 9 employees,51192
20 to 99 employees,6816
20 to 99 employees,42228
Just me,57588
5000 to 9999 employees,41591
1000 to 4999 employees,40205
100 to 499 employees,95979
2 to 9 employees,41724
2 to 9 employees,4116
20 to 99 employees,22395
2 to 9 employees,26688
100 to 499 employees,22140
I don’t know,63986
2 to 9 employees,31992
Just me,78916
2 to 9 employees,18552
20 to 99 employees,18600
Just me,31992
20 to 99 employees,80712
Just me,81732
100 to 499 employees,73300
20 to 99 employees,72518
I don’t know,74651
20 to 99 employees,4056
10 to 19 employees,53322
10 to 19 employees,129409
10000 or more employees,51192
1000 to 4999 employees,29436
20 to 99 employees,10150
10000 or more employees,15997
1000 to 4999 employees,12924
1000 to 4999 employees,83892
10000 or more employees,9802
20 to 99 employees,44400
20 to 99 employees,127972
2 to 9 employees,77952
20 to 99 employees,97128
20 to 99 employees,94230
10 to 19 employees,36259
100 to 499 employees,19350
500 to 999 employees,53322
20 to 99 employees,50256
10000 or more employees,117308
500 to 999 employees,42492
20 to 99 employees,41591
100 to 499 employees,125639
20 to 99 employees,31993
10 to 19 employees,79983
1000 to 4999 employees,58872
20 to 99 employees,3276
10000 or more employees,65268
20 to 99 employees,8357
1000 to 4999 employees,14058
Just me,27756
100 to 499 employees,25812
5000 to 9999 employees,180000
2 to 9 employees,42650
10 to 19 employees,58654
10 to 19 employees,5256
500 to 999 employees,81666
20 to 99 employees,36046
10 to 19 employees,49908
10 to 19 employees,44796
100 to 499 employees,66120
20 to 99 employees,57588
20 to 99 employees,56112
10000 or more employees,255945
2 to 9 employees,37692
100 to 499 employees,37692
100 to 499 employees,133300
5000 to 9999 employees,59112
20 to 99 employees,41580
2 to 9 employees,51189
20 to 99 employees,13608
20 to 99 employees,63288
10 to 19 employees,4512
10 to 19 employees,497532
20 to 99 employees,5004
20 to 99 employees,31993
20 to 99 employees,38388
10000 or more employees,96729
10000 or more employees,47743
100 to 499 employees,150767
500 to 999 employees,57794
20 to 99 employees,25752
1000 to 4999 employees,44400
10 to 19 employees,179352
20 to 99 employees,31993
Just me,170630
1000 to 4999 employees,141836
2 to 9 employees,56538
1000 to 4999 employees,9028
100 to 499 employees,15032
